storyDate,storyDetails,storyTitle
"২৫ অগস্ট, ২০১৯, ১৬:৩০:২৭","অবিশ্বাস্য ফাইনাল! বিশ্ব চ্যাম্পিয়নশিপে এমন একতরফা ফাইনাল! না দেখলে বিশ্বাস হবে না। শুরু থেকেই বিধ্বংসী মেজাজে, যেন নিজেকেও ছাপিয়ে গিয়ে আজ, প্রথম ভারতীয় হিসেবে ব্যাডমিন্টনের বিশ্বচ্যাম্পিয়ন হলেন পি ভি সিন্ধু। ফাইনালের ফল ২১-৭, ২১-৭। যাঁকে আজ হেলায় হারিয়ে ইতিহাস গড়লেন গোপীচন্দের ছাত্রী, জাপানের সেই ওকুহারা বিশ্ব ক্রমতালিকায় সিন্ধুর থেকে এক ধাপ এগিয়ে। এই টুর্নামেন্টে শুরু থেকেই দুরন্ত ভাবে এগোচ্ছিলেন সিন্ধু। কোয়ার্টার ফাইনালের আগে দুটো ম্যাচেই জিতেছিলেন স্ট্রেট সেটে। কোয়ার্টার ফাইনাল জিতেছিলেন বিশ্বের এক নম্বর, তাইওয়ানের তাইজু ইং-কে হারিয়ে। একমাত্র সেই ম্যাচই গড়িয়েছিল তিন গেমে। তার পর সেমিফাইনালে স্ট্রেট সেটে হারান বিশ্বের তিন নম্বর, চিনের চেন উফেইকে। এই টুর্নামেন্টেই, এর আগে পর পর দু’বার ফাইনালে উঠে হেরে গিয়েছিলেন সিন্ধু। ২০১৭-তে হেরেছিলেন এই ওকুহারার কাছেই। ২০১৮-তে হারেন স্পেনের ক্যারোলিনা মারিনের কাছে। ১০১৯-এও কি হেরে গিয়ে ‘চোকার্স’ হবেন সিন্ধু, ফাইনালে ওঠার পরও অনেকেই এই উদ্বেগে ছিলেন। কিন্তু এ দিন শুরু থেকে যে খেলাটা খেললেন, তাতে কোনও সময়ই দাঁড়াতে পারেননি প্রতিপক্ষ ওকুহারা। বিডব্লিউএফ বিশ্বচ্যাম্পিয়নশিপে এর আগে চারটে পদক জিতেছিলেন সিন্ধু। দুটো রুপো, দুটো ব্রোঞ্জ। অলিম্পিকের রুপোজয়ী এ দিন নতুন করে নজির গড়লেন শুধু ব্যাক্তিগত কেরিয়ারেই নয়, দেশের ইতিহাসেও। আর এর নেপথ্যে যাঁর নামটা না করলেই নয়, তিনি পুল্লেলা গোপীচন্দ। ভারতীয় ব্যাডমিন্টনের এই দ্রোণাচার্যের হাত ধরেই ভারত পেয়েছে সাইনা নেহওয়াল আর পি ভি সিন্ধুর মতো সফলদের। সফল কোচ আজও ছিলেন ফাইনালের কোর্টের বাইরে। তবে গোটা ফাইনাল জুড়ে এতটা নিশ্চিন্ত আর হাসিমুখে যে থাকতে পারবেন, নিশ্চয়ই ভাবেননি গোপী। ফাইনালে প্রথম সার্ভ ছিল ওকুহারার। পয়েন্ট পেয়ে এগিয়েও যান। তার পরই সার্ভিস ব্রেক করে সমতা ফেরান সিন্ধু। ব্যস্! তার পর যা হল, এক কথায় রূপকথা। হারিয়ে গেলেন ওকুহারা। ভেসে ছিটকে গেলেন সিন্ধুস্রোতে। খড়কুটো আঁকড়ে ধরার মতো অসহায় লাগছিল সিন্ধুর প্রতিপক্ষকে। ম্যাচের শুরু থেকে শেষ পর্যন্ত। Cometh the hour, Cometh the CHAMPION! 😍🙌 @Pvsindhu1 goes straight into the history 📚 to down Nozomi Okuhara 2⃣1⃣-0⃣7⃣, 2⃣1⃣-0⃣7⃣ to clinch a 🥇medal at the #BWFWorldChampionships2019 for Women's Singles. 🤩👏 দেখে নিন কেমন ছিল ম্যাচের গতি: • স্ট্রেট সেটে ফাইনাল জয় পি ভি সিন্ধুর। ওকুহারাকে হারিয়ে সোনা জয়। ফলাফল ২১-৭, ২১-৭। • মাত্র ৩৮ মিনিটেই সিন্ধ-ঝড়ে উড়ে গেলেন জাপানের ওকুহারা। • ফাইনাল জেতার থেকে মাত্র ২ পয়েন্ট দূরে সিন্ধু। ১৯-৭। • ওকুহারার রিটার্ন ফলো-আপ করে ফের পয়েন্ট জিতে নিলেন সিন্ধু। ১৯-৬। • তবে পর পর পয়েন্ট তুলে নিয়ে দ্বিতীয় গেমে ১৭-৬ এগিয়ে সিন্ধু। • পয়েন্ট রিভিউ করলেও হেরে গেলেন সিন্ধু। ওকহারা ৫-১৬। • ফাইনাল ম্যাচ প্রায় একতরফা করে একের পর এক পয়েন্ট তুলে নিচ্ছেন সিন্ধু। আরও পড়ুন: যেন ওয়ান ম্যান আর্মি! বিশ্বকাপের মঞ্চে একার হাতে ম্যাচ জিতিয়ে ছিলেন এই নায়করা আরও পড়ুন: রাহানে-বিরাট জুটিতে জয়ের স্বপ্ন দেখছে ভারত • পয়েন্ট সিন্ধুর পক্ষে। ১৬-৪। • ফের সিন্ধুর স্ম্যাশের কাছে পরাস্ত ওকুহারা। পয়েন্ট ১৫-৪। • দ্বিতীয় গেমে স্ম্যাশ থেকে শুরু করে নেটের সামনের টাচ, সবেতেই পয়েন্ট তুলে নিচ্ছেন সিন্ধু। পয়েন্ট ১৪-৪। • ফের পর পর পয়েন্ট তুলে নিলেন সিন্ধু। ১২-৪। • তবে পরের পয়েন্টে ফের জ্বলে উঠলেন সিন্ধু। ১০-৪। • পরের পয়েন্ট ছিনিয়ে নিলেন ওকুহারা। ৪-৯। • এ বারও পয়েন্ট সিন্ধুর পক্ষে, ৯-৩। • প্রায় একতরফা ম্যাচ করে নিচ্ছেন সিন্ধু। ৮-২। • রিভিউ চাইলেন ওকুহারা। তবে ফল নিজের পক্ষে গেল না। পয়েন্ট ৭-২। • পরের পয়েন্ট ছিনিয়ে নিলেন ওকুহারা। ২-৩। • ফের দেখা গেল সিন্ধুর দুরন্ত স্ম্যাশ। পয়েন্ট ৩-১। • পয়েন্ট ২-১। • পর পর ২টো পয়েন্ট তুলে নিলেন সিন্ধু। • দ্বিতীয় গেমের শুরুতেই নিজের সার্ভিসে প্রথম পয়েন্ট সিন্ধুর। ১-০। • মাত্র ১৬ মিনিটেই প্রথম গেম (২১-৭) জিতলেন সিন্ধু। • জোরদার লড়াইয়ে ২ পয়েন্ট জিতে নিলেন ওকুহারা। তবে এ বার ২০-৭। • সিন্ধুর সার্ভিসের কাছে পিছিয়ে পড়ছেন ওকুহারা। পয়েন্ট ১৯-৫। • আক্রমণে ঝাঁঝ বাড়ালেও সিন্ধুর স্ম্যাশের কাছে পরাস্ত ওকুহারা। পয়েন্ট ১৭-৪। • আরও এগোলেন সিন্ধু। পয়েন্ট ১৬-২। • ফের দীর্ঘ র‌্যালির পর পয়েন্ট নিজের পকেটে পুরলেন সিন্ধু। ১৪-২। • কম যান না সিন্ধু। লং র‌্যালির পর পয়েন্ট  গিয়ে গেলেন ১২-২। • এ বার পি ভি-র সার্ভিসে চাপ বাড়ালেন ওকুহারা। পয়েন্ট ৯-২। • সিন্ধুর স্ম্যাশ ফেরাতে পারলেন না ওকুহারা। পয়েন্ট ৮-১। • দুর্দান্ত স্ম্যাশ সিন্ধুর। ৪-১। • পর পর দু’টো পয়েন্ট জিতে ৩-১ করলেন পি ভি। • ১-১ করলেন পি ভি সিন্ধু। • প্রথমেই এগিয়ে গেলেন ওকুহারা। ১-০।","ইতিহাস! ব্যাডমিন্টনে দেশের প্রথম বিশ্বচ্যাম্পিয়ন, সিন্ধুপ্লাবনে হারিয়ে গেলেন ওকুহারা"
